"","X1","carat","cut","cut_ord","color","clarity","clarity_ord","predicted_price"
"443",443,0.7,"Premium",4,"D","SI1",3,2614.0909
"444",444,0.31,"Ideal",5,"E","IF",8,1801.74727
"445",445,1.21,"Ideal",5,"F","VS2",5,7955.41657
"446",446,0.33,"Premium",4,"G","VS1",4,-22.5713900000002
"447",447,1.11,"Very Good",3,"J","VS1",4,6340.51487
"448",448,0.31,"Ideal",5,"F","VS2",5,428.34127
"449",449,0.32,"Very Good",3,"F","VS2",5,191.21744
"450",450,0.28,"Very Good",3,"E","VVS2",6,314.48276
"451",451,2.17,"Very Good",3,"H","SI2",2,14290.13289
"452",452,0.35,"Good",2,"H","VS2",5,281.74095
"453",453,0.57,"Ideal",5,"F","VVS1",7,3518.43369
"454",454,1.02,"Ideal",5,"I","SI1",3,5450.76334
"455",455,0.77,"Ideal",5,"J","VS2",5,4275.51309
"456",456,0.55,"Ideal",5,"F","SI2",2,1062.15535
"457",457,0.91,"Premium",4,"G","SI1",3,4370.40847
"458",458,1.01,"Very Good",3,"G","VS2",5,5961.97517
"459",459,0.33,"Ideal",5,"G","VVS2",6,1053.41161
"460",460,0.9,"Good",2,"H","VS2",5,4881.6203
"461",461,0.31,"Premium",4,"G","VS2",5,267.96227
"462",462,0.3,"Ideal",5,"D","VS1",4,-113.0949
"463",463,0.39,"Ideal",5,"H","SI2",2,-275.99137
"464",464,0.63,"Very Good",3,"G","VS1",4,2326.07471
"465",465,0.71,"Ideal",5,"F","SI1",3,2858.10407
"466",466,1.02,"Ideal",5,"G","VS2",5,6366.36734
"467",467,0.56,"Very Good",3,"J","VS2",5,2198.43752
"468",468,0.53,"Ideal",5,"E","VS1",4,1810.49101
"469",469,0.92,"Good",2,"D","SI2",2,3675.48264
"470",470,0.3,"Ideal",5,"G","VS1",4,-113.0949
"471",471,0.52,"Very Good",3,"F","VVS2",6,2321.70284
"472",472,0.36,"Ideal",5,"E","VS1",4,388.71012
"473",473,2.02,"Ideal",5,"F","SI2",2,13356.37834
"474",474,0.54,"Ideal",5,"D","VS2",5,2351.92718
"475",475,0.76,"Very Good",3,"J","VS1",4,3413.31892
"476",476,1.21,"Very Good",3,"F","VS2",5,7634.65857
"477",477,0.3,"Premium",4,"F","VS2",5,184.3281
"478",478,0.9,"Very Good",3,"E","SI1",3,4126.3953
"479",479,0.36,"Ideal",5,"D","SI2",2,-526.89388
"480",480,0.71,"Ideal",5,"I","SI1",3,2858.10407
"481",481,1.09,"Ideal",5,"E","VS2",5,6951.80653
"482",482,0.31,"Ideal",5,"D","VVS2",6,886.14327
"483",483,0.3,"Very Good",3,"G","VS1",4,-433.8529
"484",484,0.4,"Ideal",5,"I","VS2",5,1181.0488
"485",485,0.3,"Ideal",5,"E","VVS2",6,802.5091
"486",486,1.7,"Premium",4,"F","VS2",5,11893.1119
"487",487,0.43,"Very Good",3,"E","SI1",3,195.58931
"488",488,0.53,"Ideal",5,"F","VVS2",6,2726.09501
"489",489,0.41,"Ideal",5,"G","VS1",4,806.88097
"490",490,0.72,"Premium",4,"E","SI1",3,2781.35924
"491",491,1,"Good",2,"G","VS2",5,5717.962
"492",492,0.37,"Ideal",5,"F","VVS2",6,1387.94829
"493",493,0.5,"Very Good",3,"G","SI1",3,781.0285
"494",494,0.31,"Ideal",5,"G","VVS1",7,1343.94527
"495",495,1.01,"Very Good",3,"F","VS2",5,5961.97517
"496",496,0.33,"Ideal",5,"E","VS2",5,595.60961
"497",497,0.35,"Good",2,"I","SI1",3,-633.86305
"498",498,0.3,"Ideal",5,"E","VVS2",6,802.5091
"499",499,0.37,"Premium",4,"J","VS2",5,769.76729
"500",500,1.21,"Ideal",5,"G","VS2",5,7955.41657
"501",501,1.05,"Ideal",5,"E","VVS2",6,7075.07185
"502",502,1.11,"Premium",4,"D","VS2",5,6958.69587
"503",503,0.57,"Ideal",5,"D","VS2",5,2602.82969
"504",504,1.01,"Very Good",3,"E","SI2",2,4588.56917
"505",505,0.51,"Ideal",5,"I","VS2",5,2101.02467
"506",506,0.52,"Ideal",5,"G","VS1",4,1726.85684
"507",507,0.58,"Ideal",5,"G","SI1",3,1770.85986
"508",508,0.26,"Very Good",3,"E","VVS1",7,605.01642
"509",509,0.85,"Fair",1,"H","I1",1,2471.86245
"510",510,0.43,"Ideal",5,"G","VVS1",7,2347.55531
"511",511,0.25,"Ideal",5,"G","VVS1",7,842.14025
"512",512,0.78,"Ideal",5,"H","SI1",3,3443.54326
"513",513,1,"Ideal",5,"D","SI1",3,5283.495
"514",514,0.31,"Good",2,"D","SI2",2,-1426.20173
"515",515,0.44,"Premium",4,"G","VS2",5,1355.20648
"516",516,0.5,"Premium",4,"G","VVS2",6,2314.8135
"517",517,1.82,"Very Good",3,"G","SI1",3,11820.73894
"518",518,0.4,"Very Good",3,"D","VVS2",6,1318.0928
"519",519,0.33,"Premium",4,"H","VS2",5,435.23061
"520",520,0.71,"Premium",4,"G","SI1",3,2697.72507
"521",521,2.03,"Very Good",3,"I","VS2",5,14492.66051
"522",522,0.25,"Ideal",5,"H","VS1",4,-531.26575
"523",523,1.1,"Premium",4,"F","VS2",5,6875.0617
"524",524,0.91,"Very Good",3,"G","VS1",4,4667.83147
"525",525,0.54,"Ideal",5,"D","VS1",4,1894.12518
"526",526,0.9,"Good",2,"D","SI1",3,3966.0163
"527",527,1.09,"Good",2,"H","SI1",3,5555.06553
"528",528,1.57,"Ideal",5,"H","I1",1,9135.03869
"529",529,0.71,"Ideal",5,"F","VS1",4,3315.90607
"530",530,0.72,"Good",2,"G","VS2",5,3376.20524
"531",531,1.12,"Ideal",5,"H","SI1",3,6287.10504
"532",532,0.31,"Ideal",5,"H","IF",8,1801.74727
"533",533,0.7,"Ideal",5,"F","SI1",3,2774.4699
"534",534,0.53,"Ideal",5,"H","VS1",4,1810.49101
"535",535,0.3,"Ideal",5,"H","IF",8,1718.1131
"536",536,0.73,"Premium",4,"G","VVS2",6,4238.39941
"537",537,0.4,"Premium",4,"E","VS1",4,562.8678
"538",538,1.09,"Premium",4,"H","SI1",3,5875.82353
"539",539,1.21,"Premium",4,"I","VS2",5,7795.03757
"540",540,0.32,"Ideal",5,"D","VVS2",6,969.77744
"541",541,0.31,"Ideal",5,"G","VVS1",7,1343.94527
"542",542,0.43,"Premium",4,"I","IF",8,2644.97831
"543",543,0.3,"Ideal",5,"E","VS2",5,344.7071
"544",544,1,"Ideal",5,"H","I1",1,4367.891
"545",545,0.3,"Ideal",5,"E","SI2",2,-1028.6989
"546",546,0.61,"Very Good",3,"G","VS2",5,2616.60837
"547",547,0.33,"Very Good",3,"E","SI1",3,-640.75239
"548",548,0.62,"Premium",4,"F","VS2",5,2860.62154
"549",549,1.1,"Premium",4,"G","VS2",5,6875.0617
"550",550,0.32,"Ideal",5,"F","VS1",4,54.17344
"551",551,1.08,"Very Good",3,"F","SI1",3,5631.81036
"552",552,0.41,"Ideal",5,"G","SI2",2,-108.72303
"553",553,1,"Ideal",5,"G","SI1",3,5283.495
"554",554,1,"Ideal",5,"E","SI1",3,5283.495
"555",555,0.37,"Ideal",5,"G","IF",8,2303.55229
"556",556,0.35,"Premium",4,"E","SI2",2,-770.90705
"557",557,1.2,"Good",2,"H","SI1",3,6475.0414
"558",558,0.5,"Premium",4,"E","SI1",3,941.4075
"559",559,0.43,"Ideal",5,"G","VVS2",6,1889.75331
"560",560,0.42,"Very Good",3,"G","VS2",5,1027.55914
"561",561,0.59,"Ideal",5,"E","SI1",3,1854.49403
"562",562,1.4,"Ideal",5,"H","SI2",2,8171.0598
"563",563,0.66,"Good",2,"F","VS2",5,2874.40022
"564",564,1.02,"Ideal",5,"I","VS2",5,6366.36734
"565",565,0.53,"Ideal",5,"H","VS2",5,2268.29301
"566",566,0.51,"Good",2,"F","SI1",3,704.28367
"567",567,0.42,"Very Good",3,"D","SI2",2,-345.84686
"568",568,2.03,"Ideal",5,"H","SI2",2,13440.01251
"569",569,0.41,"Premium",4,"H","VS1",4,646.50197
"570",570,0.41,"Ideal",5,"F","VS1",4,806.88097
"571",571,0.3,"Very Good",3,"H","VS2",5,23.9491
"572",572,1.11,"Ideal",5,"F","VS2",5,7119.07487
"573",573,0.31,"Very Good",3,"J","VS2",5,107.58327
"574",574,0.7,"Good",2,"F","SI1",3,2293.3329
"575",575,0.4,"Premium",4,"E","SI1",3,105.0658
"576",576,0.33,"Ideal",5,"G","SI2",2,-777.79639
"577",577,0.9,"Very Good",3,"F","SI2",2,3668.5933
"578",578,0.31,"Ideal",5,"F","VS2",5,428.34127
"579",579,1.15,"Ideal",5,"D","VS2",5,7453.61155
"580",580,1.01,"Ideal",5,"D","VVS2",6,6740.53517
"581",581,0.42,"Ideal",5,"G","VS1",4,890.51514
"582",582,0.91,"Ideal",5,"J","VS1",4,4988.58947
"583",583,1.26,"Premium",4,"I","SI1",3,7297.60442
"584",584,1.28,"Ideal",5,"G","VS1",4,8083.05376
"585",585,1.17,"Ideal",5,"G","VVS2",6,8078.68189
"586",586,1.02,"Premium",4,"G","SI2",2,4832.58234
"587",587,0.57,"Ideal",5,"E","VS2",5,2602.82969
"588",588,0.91,"Very Good",3,"I","VS2",5,5125.63347
"589",589,1,"Ideal",5,"I","VS2",5,6199.099
"590",590,0.7,"Good",2,"D","VS1",4,2751.1349
"591",591,1.14,"Very Good",3,"D","VS2",5,7049.21938
"592",592,0.9,"Very Good",3,"F","SI2",2,3668.5933
"593",593,0.3,"Ideal",5,"G","IF",8,1718.1131
"594",594,0.27,"Ideal",5,"E","VS1",4,-363.99741
"595",595,0.34,"Ideal",5,"I","IF",8,2052.64978
"596",596,0.33,"Ideal",5,"G","IF",8,1969.01561
"597",597,2,"Ideal",5,"G","SI2",2,13189.11
"598",598,0.7,"Premium",4,"G","VS2",5,3529.6949
"599",599,0.37,"Good",2,"F","VS2",5,449.00929
"600",600,0.73,"Ideal",5,"D","VS2",5,3940.97641
"601",601,0.38,"Ideal",5,"E","SI1",3,98.1764599999997
"602",602,1,"Premium",4,"I","VS1",4,5580.918
"603",603,0.39,"Premium",4,"G","IF",8,2310.44163
"604",604,0.51,"Premium",4,"E","VS2",5,1940.64567
"605",605,0.7,"Very Good",3,"F","SI1",3,2453.7119
"606",606,1.11,"Good",2,"H","SI2",2,5264.53187
"607",607,0.34,"Ideal",5,"E","VVS1",7,1594.84778
"608",608,1.25,"Ideal",5,"J","SI1",3,7374.34925
"609",609,0.52,"Ideal",5,"J","SI1",3,1269.05484
"610",610,1,"Very Good",3,"H","SI2",2,4504.935
"611",611,0.33,"Ideal",5,"F","VVS1",7,1511.21361
"612",612,1.8,"Ideal",5,"D","SI2",2,11516.4266
"613",613,0.3,"Good",2,"H","VS1",4,-594.2319
"614",614,0.7,"Very Good",3,"E","VS1",4,2911.5139
"615",615,1.08,"Ideal",5,"G","VS2",5,6868.17236
"616",616,0.61,"Good",2,"G","I1",1,625.02137
"617",617,1.1,"Premium",4,"G","VS2",5,6875.0617
"618",618,0.41,"Premium",4,"F","VS2",5,1104.30397
"619",619,0.33,"Very Good",3,"G","VS2",5,274.85161
"620",620,0.5,"Premium",4,"J","SI1",3,941.4075
"621",621,0.38,"Premium",4,"D","VS1",4,395.59946
"622",622,2.01,"Ideal",5,"H","SI2",2,13272.74417
"623",623,0.42,"Ideal",5,"D","SI1",3,432.71314
"624",624,1.52,"Ideal",5,"G","SI1",3,9632.47184
"625",625,0.53,"Ideal",5,"E","VS1",4,1810.49101
"626",626,0.7,"Very Good",3,"E","IF",8,4742.7219
"627",627,0.72,"Ideal",5,"G","VS2",5,3857.34224
"628",628,0.9,"Very Good",3,"E","SI1",3,4126.3953
"629",629,1.22,"Ideal",5,"I","SI1",3,7123.44674
"630",630,0.25,"Very Good",3,"F","VVS1",7,521.38225
"631",631,2.03,"Ideal",5,"I","VS2",5,14813.41851
"632",632,1.02,"Ideal",5,"G","SI2",2,4992.96134
"633",633,0.74,"Ideal",5,"J","VS1",4,3566.80858
"634",634,1.24,"Premium",4,"H","SI1",3,7130.33608
"635",635,1.15,"Premium",4,"G","SI2",2,5919.82655
"636",636,2.01,"Premium",4,"I","SI2",2,13112.36517
"637",637,0.71,"Premium",4,"F","IF",8,4986.73507
"638",638,0.56,"Ideal",5,"D","SI2",2,1145.78952
"639",639,1.01,"Ideal",5,"H","SI1",3,5367.12917
"640",640,0.31,"Ideal",5,"F","IF",8,1801.74727
"641",641,1.19,"Ideal",5,"D","SI2",2,6414.74223
"642",642,0.5,"Ideal",5,"D","VS2",5,2017.3905
"643",643,1.02,"Premium",4,"G","SI1",3,5290.38434
"644",644,0.38,"Premium",4,"E","SI1",3,-62.2025400000003
"645",645,0.41,"Ideal",5,"F","VVS2",6,1722.48497
"646",646,1.52,"Ideal",5,"D","SI2",2,9174.66984
"647",647,1.22,"Ideal",5,"G","VS2",5,8039.05074
"648",648,0.53,"Ideal",5,"D","VS2",5,2268.29301
"649",649,0.4,"Very Good",3,"D","SI1",3,-55.3132000000003
"650",650,0.33,"Premium",4,"D","SI1",3,-480.37339
"651",651,0.31,"Ideal",5,"H","VS1",4,-29.4607300000002
"652",652,1.14,"Premium",4,"D","SI1",3,6293.99438
"653",653,1.32,"Premium",4,"I","SI2",2,7341.60744
"654",654,0.23,"Very Good",3,"F","VVS1",7,354.11391
"655",655,0.41,"Very Good",3,"G","VVS2",6,1401.72697
"656",656,2.24,"Ideal",5,"I","SI2",2,15196.33008
"657",657,0.55,"Ideal",5,"D","VS2",5,2435.56135
"658",658,2.32,"Fair",1,"H","SI1",3,15681.68944
"659",659,1.25,"Ideal",5,"J","VS2",5,8289.95325
"660",660,0.31,"Ideal",5,"F","SI1",3,-487.26273
"661",661,2.01,"Fair",1,"H","VS2",5,14004.63417
"662",662,0.55,"Ideal",5,"E","SI1",3,1519.95735
"663",663,0.7,"Very Good",3,"E","VVS2",6,3827.1179
"664",664,1.51,"Good",2,"D","VS1",4,9525.50267
"665",665,0.31,"Ideal",5,"F","VVS1",7,1343.94527
"666",666,0.95,"Ideal",5,"H","SI1",3,4865.32415
"667",667,0.24,"Ideal",5,"G","VS1",4,-614.89992
"668",668,0.4,"Premium",4,"D","SI2",2,-352.7362
"669",669,1.25,"Premium",4,"H","SI2",2,6756.16825
"670",670,0.24,"Very Good",3,"E","VVS1",7,437.74808
"671",671,0.83,"Ideal",5,"F","SI1",3,3861.71411
"672",672,1.01,"Very Good",3,"G","VS2",5,5961.97517
"673",673,0.27,"Very Good",3,"F","VVS1",7,688.65059
"674",674,1.1,"Ideal",5,"F","VS1",4,6577.6387
"675",675,0.3,"Premium",4,"G","VVS2",6,642.1301
"676",676,0.52,"Ideal",5,"E","SI1",3,1269.05484
"677",677,0.4,"Ideal",5,"G","IF",8,2554.4548
"678",678,1.3,"Premium",4,"H","SI1",3,7632.1411
"679",679,1.71,"Ideal",5,"G","VS1",4,11679.32307
"680",680,0.52,"Ideal",5,"D","VS2",5,2184.65884
"681",681,0.33,"Ideal",5,"H","VVS1",7,1511.21361
"682",682,1,"Very Good",3,"E","VVS2",6,6336.143
"683",683,0.5,"Premium",4,"F","VS1",4,1399.2095
"684",684,0.91,"Very Good",3,"F","SI1",3,4210.02947
"685",685,1.21,"Ideal",5,"G","VS1",4,7497.61457
"686",686,0.51,"Ideal",5,"D","VS2",5,2101.02467
"687",687,0.41,"Premium",4,"G","VVS2",6,1562.10597
"688",688,0.94,"Very Good",3,"F","SI2",2,4003.12998
"689",689,0.31,"Premium",4,"G","SI1",3,-647.64173
"690",690,0.4,"Ideal",5,"D","VS2",5,1181.0488
"691",691,1.12,"Ideal",5,"G","SI1",3,6287.10504
"692",692,1,"Good",2,"E","SI1",3,4802.358
"693",693,1.48,"Premium",4,"H","SI2",2,8679.75416
"694",694,0.32,"Ideal",5,"G","SI1",3,-403.62856
"695",695,0.76,"Good",2,"G","IF",8,5084.14792
"696",696,0.42,"Ideal",5,"D","SI1",3,432.71314
"697",697,0.5,"Good",2,"E","SI1",3,620.6495
"698",698,0.83,"Very Good",3,"J","VS2",5,4456.56011
"699",699,0.32,"Very Good",3,"G","VS1",4,-266.58456
"700",700,0.7,"Ideal",5,"H","VS1",4,3232.2719
"701",701,0.73,"Ideal",5,"D","VS1",4,3483.17441
"702",702,0.71,"Very Good",3,"D","VS1",4,2995.14807
"703",703,0.35,"Premium",4,"F","SI1",3,-313.10505
"704",704,0.42,"Premium",4,"H","SI1",3,272.33414
"705",705,0.81,"Ideal",5,"E","VS2",5,4610.04977
"706",706,0.32,"Ideal",5,"E","VS2",5,511.97544
"707",707,0.85,"Premium",4,"I","I1",1,2952.99945
"708",708,0.71,"Good",2,"F","SI1",3,2376.96707
"709",709,0.32,"Very Good",3,"H","VVS2",6,649.01944
"710",710,1.09,"Premium",4,"H","SI1",3,5875.82353
"711",711,0.35,"Premium",4,"D","VS2",5,602.49895
"712",712,0.82,"Premium",4,"G","SI2",2,3159.89894
"713",713,1.03,"Premium",4,"H","SI1",3,5374.01851
"714",714,0.5,"Fair",1,"H","VS1",4,918.0725
"715",715,0.8,"Ideal",5,"H","VS2",5,4526.4156
"716",716,1.12,"Premium",4,"J","SI2",2,5668.92404
"717",717,1.62,"Premium",4,"G","VS2",5,11224.03854
"718",718,1.22,"Ideal",5,"H","SI1",3,7123.44674
"719",719,0.52,"Ideal",5,"F","VVS1",7,3100.26284
"720",720,1.11,"Good",2,"I","VS2",5,6637.93787
"721",721,0.31,"Very Good",3,"F","SI1",3,-808.02073
"722",722,0.42,"Ideal",5,"D","VS1",4,890.51514
"723",723,0.32,"Ideal",5,"H","VS2",5,511.97544
"724",724,0.9,"Very Good",3,"F","SI1",3,4126.3953
"725",725,1.04,"Ideal",5,"H","SI1",3,5618.03168
"726",726,0.35,"Ideal",5,"D","VS2",5,762.87795
"727",727,0.5,"Fair",1,"E","VS2",5,1375.8745
"728",728,0.36,"Very Good",3,"D","SI1",3,-389.84988
"729",729,0.3,"Premium",4,"D","SI2",2,-1189.0779
"730",730,0.7,"Very Good",3,"E","SI1",3,2453.7119
"731",731,0.41,"Very Good",3,"G","VS1",4,486.12297
"732",732,0.4,"Premium",4,"D","VS2",5,1020.6698
"733",733,1.1,"Premium",4,"E","SI2",2,5501.6557
"734",734,0.74,"Very Good",3,"E","SI2",2,2330.44658
"735",735,0.51,"Ideal",5,"F","VS2",5,2101.02467
"736",736,0.27,"Very Good",3,"F","VVS1",7,688.65059
"737",737,1.01,"Ideal",5,"G","VS2",5,6282.73317
"738",738,1.37,"Very Good",3,"I","SI2",2,7599.39929
"739",739,1.01,"Premium",4,"H","SI1",3,5206.75017
"740",740,0.39,"Fair",1,"E","SI1",3,-459.70537
"741",741,0.51,"Premium",4,"E","SI1",3,1025.04167
"742",742,0.5,"Premium",4,"G","VVS2",6,2314.8135
"743",743,1.55,"Ideal",5,"G","SI2",2,9425.57235
"744",744,0.3,"Ideal",5,"F","IF",8,1718.1131
"745",745,2,"Premium",4,"D","SI2",2,13028.731
"746",746,0.35,"Premium",4,"J","VS1",4,144.69695
"747",747,0.33,"Ideal",5,"D","VS2",5,595.60961
"748",748,1,"Very Good",3,"G","VS2",5,5878.341
"749",749,0.93,"Good",2,"G","SI2",2,3759.11681
"750",750,0.25,"Premium",4,"E","VVS2",6,223.95925
"751",751,0.7,"Good",2,"E","SI1",3,2293.3329
"752",752,1.01,"Ideal",5,"F","VS2",5,6282.73317
"753",753,0.53,"Premium",4,"E","VVS2",6,2565.71601
"754",754,1.51,"Premium",4,"G","VS2",5,10304.06267
"755",755,0.23,"Very Good",3,"F","VS1",4,-1019.29209
"756",756,0.38,"Premium",4,"F","VS2",5,853.40146
"757",757,0.3,"Good",2,"G","VVS2",6,321.3721
"758",758,0.3,"Ideal",5,"G","VS1",4,-113.0949
"759",759,1.01,"Good",2,"I","SI1",3,4885.99217
"760",760,0.8,"Premium",4,"E","SI1",3,3450.4326
"761",761,0.7,"Ideal",5,"E","VS1",4,3232.2719
"762",762,0.7,"Good",2,"G","VS1",4,2751.1349
"763",763,1.26,"Ideal",5,"I","SI2",2,7000.18142
"764",764,1.09,"Ideal",5,"G","VVS2",6,7409.60853
"765",765,1,"Very Good",3,"I","SI2",2,4504.935
"766",766,0.6,"Ideal",5,"E","VS1",4,2395.9302
"767",767,0.32,"Premium",4,"H","SI1",3,-564.00756
"768",768,0.41,"Ideal",5,"D","VVS2",6,1722.48497
"769",769,0.32,"Premium",4,"F","VS2",5,351.59644
"770",770,0.4,"Very Good",3,"E","VS1",4,402.4888
"771",771,3,"Very Good",3,"H","I1",1,20773.967
"772",772,0.56,"Premium",4,"E","VS2",5,2358.81652
"773",773,0.9,"Good",2,"D","SI2",2,3508.2143
"774",774,0.36,"Ideal",5,"H","VVS1",7,1762.11612
"775",775,0.31,"Very Good",3,"E","VS2",5,107.58327
"776",776,1.19,"Very Good",3,"H","SI1",3,6551.78623
"777",777,0.56,"Ideal",5,"G","VVS1",7,3434.79952
"778",778,0.7,"Premium",4,"F","VS2",5,3529.6949
"779",779,0.71,"Premium",4,"I","VVS1",7,4528.93307
"780",780,0.52,"Very Good",3,"G","VVS1",7,2779.50484
"781",781,0.33,"Premium",4,"D","SI2",2,-938.17539
"782",782,0.34,"Ideal",5,"F","VS2",5,679.24378
"783",783,1.19,"Very Good",3,"D","VVS1",7,8382.99423
"784",784,0.4,"Premium",4,"D","VS1",4,562.8678
"785",785,1.07,"Very Good",3,"G","VS2",5,6463.78019
"786",786,1.61,"Ideal",5,"G","VS2",5,11300.78337
"787",787,1,"Premium",4,"E","VS1",4,5580.918
"788",788,1.07,"Ideal",5,"G","SI1",3,5868.93419
"789",789,0.41,"Ideal",5,"F","VS2",5,1264.68297
"790",790,2.03,"Premium",4,"D","SI2",2,13279.63351
"791",791,0.58,"Ideal",5,"J","VS1",4,2228.66186
"792",792,0.8,"Very Good",3,"F","SI1",3,3290.0536
"793",793,0.32,"Ideal",5,"H","VS2",5,511.97544
"794",794,0.7,"Ideal",5,"D","SI1",3,2774.4699
"795",795,0.79,"Premium",4,"H","SI1",3,3366.79843
"796",796,0.93,"Very Good",3,"I","VS2",5,5292.90181
"797",797,0.37,"Very Good",3,"F","VS2",5,609.38829
"798",798,0.41,"Premium",4,"E","VS2",5,1104.30397
"799",799,0.31,"Ideal",5,"D","SI2",2,-945.06473
"800",800,0.7,"Ideal",5,"E","VS2",5,3690.0739
"801",801,0.53,"Ideal",5,"D","VS2",5,2268.29301
"802",802,0.3,"Very Good",3,"H","VS2",5,23.9491
"803",803,0.95,"Very Good",3,"E","SI2",2,4086.76415
"804",804,0.41,"Premium",4,"F","VVS2",6,1562.10597
"805",805,1.34,"Premium",4,"G","SI2",2,7508.87578
"806",806,1,"Very Good",3,"D","SI1",3,4962.737
"807",807,0.42,"Premium",4,"D","VS1",4,730.13614
"808",808,0.41,"Premium",4,"E","VS1",4,646.50197
"809",809,0.5,"Ideal",5,"G","VVS1",7,2932.9945
"810",810,0.46,"Premium",4,"I","SI2",2,149.06882
"811",811,0.35,"Ideal",5,"G","IF",8,2136.28395
"812",812,0.82,"Ideal",5,"D","VS2",5,4693.68394
"813",813,2.48,"Very Good",3,"F","SI2",2,16882.79216
"814",814,0.35,"Premium",4,"J","VS1",4,144.69695
"815",815,1.52,"Premium",4,"D","SI2",2,9014.29084
"816",816,1.07,"Ideal",5,"F","VVS2",6,7242.34019
"817",817,0.61,"Ideal",5,"E","SI2",2,1563.96037
"818",818,0.39,"Very Good",3,"G","VVS2",6,1234.45863
"819",819,0.71,"Premium",4,"G","SI2",2,2239.92307
"820",820,0.51,"Fair",1,"F","SI1",3,543.90467
"821",821,1.67,"Ideal",5,"D","SI1",3,10886.98439
"822",822,1,"Premium",4,"G","I1",1,4207.512
"823",823,0.3,"Good",2,"F","VS2",5,-136.4299
"824",824,1.22,"Very Good",3,"H","SI1",3,6802.68874
"825",825,0.72,"Ideal",5,"F","VS2",5,3857.34224
"826",826,0.94,"Premium",4,"E","SI1",3,4621.31098
"827",827,0.51,"Ideal",5,"D","SI2",2,727.61867
"828",828,1.01,"Very Good",3,"J","SI1",3,5046.37117
"829",829,0.41,"Premium",4,"F","SI2",2,-269.10203
"830",830,0.3,"Very Good",3,"E","SI1",3,-891.6549
"831",831,1.11,"Premium",4,"I","SI2",2,5585.28987
"832",832,0.5,"Ideal",5,"E","SI1",3,1101.7865
"833",833,1.2,"Good",2,"J","VS2",5,7390.6454
"834",834,0.56,"Ideal",5,"H","SI1",3,1603.59152
"835",835,0.9,"Premium",4,"D","SI1",3,4286.7743
"836",836,1,"Fair",1,"I","VS1",4,5099.781
"837",837,0.35,"Ideal",5,"I","VS1",4,305.07595
"838",838,0.31,"Ideal",5,"D","VS2",5,428.34127
"839",839,0.71,"Very Good",3,"E","VS2",5,3452.95007
"840",840,0.3,"Premium",4,"G","VVS2",6,642.1301
"841",841,0.3,"Ideal",5,"E","VS1",4,-113.0949
"842",842,1,"Very Good",3,"E","IF",8,7251.747
"843",843,0.3,"Premium",4,"G","VVS2",6,642.1301
"844",844,1.48,"Ideal",5,"E","SI2",2,8840.13316
"845",845,1.5,"Ideal",5,"I","SI1",3,9465.2035
"846",846,2.35,"Premium",4,"I","SI2",2,15955.92695
"847",847,0.5,"Good",2,"D","SI1",3,620.6495
"848",848,0.38,"Ideal",5,"E","SI2",2,-359.62554
"849",849,1.06,"Ideal",5,"G","VS1",4,6243.10202
"850",850,0.33,"Ideal",5,"G","VS2",5,595.60961
"851",851,0.7,"Fair",1,"F","I1",1,1217.3499
"852",852,0.3,"Ideal",5,"D","VS2",5,344.7071
"853",853,1.5,"Good",2,"I","SI2",2,8526.2645
"854",854,0.34,"Very Good",3,"G","VVS1",7,1274.08978
"855",855,0.59,"Premium",4,"D","VS1",4,2151.91703
"856",856,0.81,"Premium",4,"G","SI1",3,3534.06677
"857",857,0.55,"Ideal",5,"G","VVS2",6,2893.36335
"858",858,0.31,"Ideal",5,"E","VS1",4,-29.4607300000002
"859",859,0.91,"Good",2,"G","VS2",5,4965.25447
"860",860,0.4,"Premium",4,"H","SI1",3,105.0658
"861",861,0.81,"Ideal",5,"E","VS2",5,4610.04977
"862",862,0.31,"Ideal",5,"F","IF",8,1801.74727
"863",863,1.1,"Premium",4,"H","SI1",3,5959.4577
"864",864,0.31,"Very Good",3,"H","VVS2",6,565.38527
"865",865,0.45,"Ideal",5,"G","VVS1",7,2514.82365
"866",866,0.32,"Ideal",5,"D","VS2",5,511.97544
"867",867,0.32,"Ideal",5,"G","IF",8,1885.38144
"868",868,0.31,"Premium",4,"J","SI1",3,-647.64173
"869",869,1,"Very Good",3,"F","SI2",2,4504.935
"870",870,2.02,"Premium",4,"I","SI2",2,13195.99934
"871",871,2.01,"Premium",4,"H","SI2",2,13112.36517
"872",872,1.02,"Very Good",3,"F","SI1",3,5130.00534
"873",873,1.16,"Ideal",5,"H","SI2",2,6163.83972
"874",874,0.77,"Very Good",3,"H","SI1",3,3039.15109
"875",875,0.59,"Premium",4,"I","IF",8,3983.12503
"876",876,0.34,"Premium",4,"D","SI2",2,-854.54122
"877",877,0.3,"Good",2,"I","IF",8,1236.9761
"878",878,0.58,"Ideal",5,"I","SI1",3,1770.85986
"879",879,0.52,"Very Good",3,"H","VS1",4,1406.09884
"880",880,0.33,"Premium",4,"G","VVS1",7,1350.83461
"881",881,1.38,"Ideal",5,"F","SI2",2,8003.79146
"882",882,0.71,"Ideal",5,"F","SI2",2,2400.30207
"883",883,0.96,"Fair",1,"F","SI2",2,3849.64032
"884",884,1.02,"Ideal",5,"E","VVS1",7,7281.97134
"885",885,0.53,"Good",2,"E","VS2",5,1787.15601
"886",886,0.9,"Premium",4,"D","SI2",2,3828.9723
"887",887,0.34,"Fair",1,"F","I1",1,-1793.48022
